date,open,high,low,close,volume,log_return,volatility_7,RSI_14,MA_7,MA_21
2017-09-06,4366.49,4662.87,4335.26,4619.77,807.363726,0.05639001794781342,0.06347259985743041,61.292108741471104,4518.1957142857145,4342.407142857143
2017-09-07,4619.77,4788.59,4438.19,4691.61,500.429975,0.015430886827327768,0.062039333195810044,58.90351209891528,4513.441428571428,4361.765714285714
2017-09-08,4691.66,4735.39,4028.93,4282.8,1132.255046,-0.09116880582997182,0.06926026835596488,50.04269442072532,4434.568571428571,4370.071904761905
2017-09-09,4282.8,4426.62,4150.06,4258.81,658.782952,-0.005617222767149364,0.06388700750683673,48.39529957265133,4404.092857142858,4375.730476190477
2017-09-10,4258.81,4283.0,3801.0,4130.37,660.373275,-0.03062278719696231,0.06403287893288256,46.47902783222265,4349.9914285714285,4377.829523809523
2017-09-11,4153.62,4334.43,4098.91,4208.47,699.989065,0.018732169875663014,0.05309468821338615,46.508803410097094,4365.471428571429,4386.994761904762
2017-09-12,4208.6,4394.59,4040.8,4163.72,879.630319,-0.010690255757263747,0.04626235982264921,41.158330481810076,4336.507142857144,4392.886190476191
2017-09-13,4159.72,4165.38,3760.0,3944.69,913.462545,-0.054038534727658016,0.03945329264252922,38.18363420271227,4240.067142857143,4384.823333333334
2017-09-14,3944.0,3993.0,3165.13,3189.02,1665.021543,-0.21265671116187077,0.078099592231509,25.767200275166516,4025.4114285714286,4331.157142857142
2017-09-15,3188.01,3856.0,2817.0,3700.0,1968.866492,0.14861916008344211,0.10693345901156173,34.104679337245614,3942.154285714286,4303.505714285714
2017-09-16,3674.01,3950.0,3470.66,3714.95,1297.563953,0.004032399478769413,0.10722505603170389,38.25016371158209,3864.46,4273.863333333334
2017-09-17,3685.23,3748.21,3499.02,3699.99,682.17121,-0.0040351021851244145,0.10723702897543233,37.358561317438244,3802.977142857143,4244.814761904762
2017-09-18,3690.0,4123.2,3690.0,4035.01,1030.006455,0.08667866308976352,0.11375237985705614,48.9587998208688,3778.197142857143,4228.068095238095
2017-09-19,4060.0,4089.97,3830.91,3910.04,902.332129,-0.0314611759096125,0.11416488596855474,42.35411969271076,3741.9571428571426,4195.809047619048
2017-09-20,3910.04,4046.08,3820.0,3900.0,720.935076,-0.0025710509883738984,0.11242340710187075,36.87293684229723,3735.5728571428576,4164.611904761905
2017-09-21,3889.99,3910.0,3567.0,3609.99,1001.654084,-0.0772715508777504,0.07572365484531929,31.727663427621536,3795.7114285714283,4111.521428571428
2017-09-22,3592.84,3750.0,3505.55,3595.87,838.966425,-0.00391903758114883,0.049010173590757364,36.60970826851928,3780.835714285714,4052.519523809524
2017-09-23,3595.88,3817.19,3542.91,3780.0,752.792791,0.049938044954794855,0.0531709531305929,41.21504346517832,3790.128571428571,4019.5604761904765
