date,open,high,low,close,volume,log_return,volatility_7,RSI_14,MA_7,MA_21
2018-02-21,9.8888,10.2252,9.045,9.3799,2277445.93,-0.05283370161098196,0.06760847492029298,56.78833925179618,10.681142857142857,9.523242857142858
2018-02-22,9.395,9.8129,8.6203,8.86,1792778.94,-0.0570223373635048,0.06381451412614855,52.90662183393878,10.394557142857142,9.492109523809523
2018-02-23,8.8474,9.7301,8.6,9.693,1621549.49,0.08985721089348127,0.07536971607871733,49.096789546555904,10.172128571428571,9.489471428571429
2018-02-24,9.7,9.8379,8.6902,9.0873,1356848.25,-0.06452614114611302,0.07217825938113331,49.14729353675572,9.804599999999999,9.459095238095237
2018-02-25,9.1161,9.47,8.9,9.35,888973.06,0.028498508936237732,0.07128943670626806,53.786181557487225,9.617014285714287,9.506661904761906
2018-02-26,9.3677,10.0999,9.09,9.9199,1266163.05,0.059166497300214616,0.07464746864705527,53.289101243178365,9.454128571428571,9.658490476190476
2018-02-27,9.9199,11.1111,9.7713,10.56,2377225.58,0.06253043767730534,0.0656857365982962,58.437711762519946,9.550014285714285,9.767871428571429
2018-02-28,10.56,11.1743,10.3295,10.4536,1610363.07,-0.010126861585316149,0.06074123759699616,50.27981989773855,9.7034,9.881628571428573
2018-03-01,10.4641,10.68,10.3245,10.4768,1224834.48,0.002216872061824741,0.052527278583398666,47.3798274307098,9.934371428571428,9.986280952380953
2018-03-02,10.4715,10.585,10.1136,10.2348,710198.47,-0.023369610623697114,0.04585760353340934,43.03417044051049,10.01177142857143,10.004128571428572
2018-03-03,10.2347,10.4694,10.1171,10.2399,636280.81,0.0004981758077506267,0.03376301878446505,39.682655003559965,10.176428571428572,10.051514285714285
2018-03-04,10.2399,10.4239,9.8501,10.4139,591499.65,0.01684959829769637,0.033390238592779835,47.943622920517555,10.328414285714286,10.134366666666667
2018-03-05,10.4139,10.4533,10.0847,10.0847,467389.77,-0.03212202842188585,0.03120059159143805,41.859999332376404,10.351957142857144,10.169880952380952
2018-03-06,10.084,10.134,9.1025,9.3899,939994.7,-0.07138478027828742,0.02914078873362268,45.47679921666759,10.1848,10.187685714285715
2018-03-07,9.3899,10.2114,8.11,9.0405,2930631.06,-0.037920160927129444,0.029965459903379444,46.83123576203459,9.982928571428571,10.122490476190475
2018-03-08,9.0446,9.1921,8.0211,8.2703,1878677.62,-0.08904369853613434,0.03727110430000399,44.74017517883584,9.667714285714286,9.998880952380953
2018-03-09,8.2703,8.3421,7.06,8.2807,1949612.67,0.001256721813638878,0.039512865124145674,35.23656206226087,9.388557142857142,9.857485714285716
2018-03-10,8.2951,8.3498,7.5553,7.65,2213393.39,-0.07922185804813148,0.040640390148922984,35.05334747613401,9.018571428571429,9.666533333333334
2018-03-11,7.65,8.423,7.2,8.268,2660649.85,0.07768699398107738,0.058024206290599754,39.522407715846164,8.712014285714286,9.552480952380952
2018-03-12,8.2679,8.4988,7.66,8.034,2529859.67,-0.028710105882431367,0.05804678508496215,30.46711548420508,8.419057142857143,9.408380952380954
2018-03-13,8.0204,11.0,7.8055,10.2188,7227864.56,0.24054662511482655,0.11499586960002077,47.322745676532435,8.537471428571427,9.424095238095239
2018-03-14,10.1999,10.6753,8.5,8.9243,5154134.62,-0.1354512678346643,0.12731314314883518,39.88598336044866,8.520871428571429,9.4024
2018-03-15,8.915,9.4486,8.3,9.1047,4274358.77,0.020012870490330705,0.12139988797244308,41.1104632329122,8.640071428571428,9.41405238095238
2018-03-16,9.1074,9.38,8.55,9.0645,4046429.23,-0.004425078219997615,0.12151613429191072,42.21429806937478,8.752042857142857,9.384123809523809
2018-03-17,9.1043,9.471,8.6245,8.9231,3951199.27,-0.015722265639205698,0.11572329601501082,41.39571353894406,8.933914285714286,9.376304761904763
2018-03-18,8.9256,8.98,7.8,8.9648,3959581.29,0.004662377980502879,0.11312805555805795,40.364642206471004,9.033457142857143,9.357961904761904
2018-03-19,8.9664,9.4,8.45,9.035,3907835.7,0.007800126215308788,0.11179582594514287,42.77135813351329,9.176457142857142,9.31582380952381
2018-03-20,9.035,9.2888,8.6001,9.1618,3926209.35,0.013936741887182108,0.05414185955337772,48.295904492955,9.025457142857142,9.249242857142857
2018-03-21,9.1865,10.3383,9.01,9.9777,4959307.31,0.08530993690995592,0.032770584472334226,56.545424069728476,9.175942857142857,9.226580952380951
2018-03-22,9.9729,10.94,9.47,10.0806,4709042.44,0.010260181839944829,0.03277584657112493,63.94275943868514,9.315357142857142,9.207714285714285
2018-03-23,10.0614,11.98,9.5,11.7397,5510835.71,0.15236347572948347,0.05995482096703522,71.24536274967448,9.697528571428572,9.27937619047619
2018-03-24,11.7158,14.9444,11.5314,13.2398,8441747.33,0.12025118424382987,0.0620382685196101,81.01997780244174,10.3142,9.422228571428573
2018-03-25,13.2398,14.26,12.4771,12.95,6175307.17,-0.02213165650904136,0.06643130120895295,76.96445437582068,10.883514285714286,9.542995238095237
2018-03-26,12.95,13.04,10.8189,12.05,5486492.23,-0.0720311282088826,0.08071019296105397,71.48099017950747,11.31422857142857,9.636580952380953
2018-03-27,12.01,12.23,10.83,11.5404,4077306.58,-0.043210737412364655,0.08659575256105671,58.6124651356776,11.654028571428572,9.738985714285715
2018-03-28,11.5404,12.235,11.31,11.6888,3219334.4,0.012777195851438319,0.0835764079644103,71.17903930131004,11.898471428571428,9.865095238095238
2018-03-29,11.687,11.7494,10.11,10.1877,3602154.55,-0.1374500080996194,0.10348932581328227,56.90055051483331,11.913771428571428,9.956399999999999
2018-03-30,10.1877,10.8769,9.6305,10.3955,3795257.43,0.02019190992518788,0.08099053976397638,58.30338873084792,11.721742857142857,10.057104761904762
2018-03-31,10.4,11.4836,10.25,11.051,4177534.21,0.06114790140533916,0.06593307693085215,62.47464503042596,11.409057142857142,10.219057142857142
2018-04-01,11.0599,11.3106,10.3002,11.0767,4095797.21,0.0023228814161397287,0.06680291377571465,62.40411610614479,11.141442857142858,10.35280476190476
2018-04-02,11.0956,12.68,10.9815,12.5996,4507155.16,0.12882126439898559,0.08305204331565123,67.88452275828851,11.219957142857144,10.570214285714286
2018-04-03,12.5996,13.9701,12.2114,13.305,5149823.24,0.0544748370078821,0.08152522772420025,69.6468200527304,11.472042857142856,10.71717619047619
2018-04-04,13.2788,13.4889,12.0,12.21,5112820.69,-0.08588461630703914,0.09102326263125442,60.312474014394866,11.5465,10.873638095238094
2018-04-05,12.2098,12.65,12.093,12.4888,4295442.59,0.022576954537706296,0.06541618151963834,60.94715979343952,11.875228571428574,11.034785714285714
2018-04-06,12.4888,12.7001,12.0115,12.2599,3151837.66,-0.018498468792371235,0.06788167578560092,52.7181523670185,12.141571428571428,11.18694761904762
2018-04-07,12.26,12.6487,12.22,12.5,3256833.91,0.019394870440306928,0.06583245210419812,45.548200746178836,12.34857142857143,11.35727619047619
2018-04-08,12.5,12.5216,12.11,12.1311,3085224.78,-0.029956241209949136,0.06817000638971064,45.11868003481122,12.4992,11.508052380952382
2018-04-09,12.1244,12.55,11.51,11.8888,3011093.55,-0.020175622636083697,0.045450480080851216,48.95736313774189,12.397657142857142,11.64394761904762
2018-04-10,11.8832,12.441,11.77,12.0904,3449392.51,0.016814968811551336,0.03847572867805573,53.7050010778185,12.224142857142857,11.783404761904762
2018-04-11,12.1121,12.33,11.77,12.33,3394146.16,0.01962356790247904,0.02304585578966533,54.26692930153321,12.241285714285713,11.895419047619047
2018-04-12,12.33,13.034,11.85,13.0087,4889173.13,0.05358304721946255,0.02978845711858079,71.07992587278815,12.315557142857143,12.034852380952382
2018-04-13,13.0087,13.82,12.6961,13.52,5339975.42,0.03855170621910251,0.029828335503222066,72.33476775272707,12.495571428571427,12.119628571428573
2018-04-14,13.52,13.88,12.9174,13.2888,3521128.98,-0.01724849542008797,0.03186483973949107,67.02940460245952,12.608257142857141,12.121961904761905
2018-04-15,13.2865,13.62,12.9,13.0989,3854973.61,-0.014393317978905994,0.029141325852458416,65.01351230956553,12.746514285714285,12.129052380952382
2018-04-16,13.0985,13.0997,12.011,12.2342,2709514.47,-0.06829294864612709,0.04098097761209117,46.99328549799222,12.795857142857143,12.137823809523809
2018-04-17,12.2342,12.4848,11.6658,11.777,2444511.0,-0.038086831710285755,0.04332654331139753,36.891321505782216,12.751085714285713,12.149090476190477
2018-04-18,11.777,12.45,11.511,12.2999,2739464.35,0.04344265540461019,0.046301547233454,50.855196818934175,12.746785714285712,12.178190476190476
2018-04-19,12.2999,12.44,12.02,12.361,2401088.65,0.004955222641664433,0.04009289821395373,48.73174023499525,12.654257142857142,12.281680952380952
2018-04-20,12.3502,12.7241,11.85,12.5858,2737433.33,0.01802283940062233,0.03679553736559661,53.23679558230539,12.5208,12.385980952380951
2018-04-21,12.574,13.74,12.38,13.3302,4556037.09,0.05746294352269144,0.044457751699000195,57.494673744267494,12.526714285714288,12.494514285714285
2018-04-22,13.3689,13.3987,12.8,12.8888,2564431.16,-0.03367342063436011,0.04609720422683945,56.75179554810999,12.4967,12.580804761904764
2018-04-23,12.8887,13.8644,12.82,13.645,4448320.55,0.05701443696566192,0.04015013875761467,64.33632653061224,12.698242857142857,12.630585714285715
2018-04-24,13.6449,15.6805,13.6096,15.0895,4773630.91,0.10062598354431887,0.04334562232392456,70.35247492501256,13.171457142857141,12.715561904761907
2018-04-25,15.0786,15.9,12.91,13.3999,5198344.23,-0.11875189346216805,0.07212879035894904,56.06663718118827,13.328599999999998,12.77222380952381
2018-04-26,13.3999,14.75,13.1855,14.63,4222900.08,0.0878269707895804,0.07734679304924465,58.6521938672046,13.652742857142858,12.874185714285716
2018-04-27,14.6299,14.7854,14.1075,14.2396,2886054.25,-0.027047399330372063,0.07977246473290257,53.89040266424462,13.889,12.968457142857144
2018-04-28,14.2493,15.4,14.1628,15.2011,3784189.33,0.06534097795315466,0.08048040901541123,59.58190946716507,14.156271428571428,13.097080952380953
2018-04-29,15.1672,15.436,14.5001,15.0489,2829207.93,-0.010062894832109835,0.07838402341744194,59.80786641182979,14.464857142857143,13.23602380952381
2018-04-30,15.0489,15.15,14.04,14.3291,2063155.39,-0.049012464258519774,0.08072979150870073,60.692520492849205,14.562585714285715,13.35222857142857
2018-05-01,14.3271,14.3288,13.5,14.1711,1987546.78,-0.01108775508133058,0.06937784197642632,62.604639408649135,14.431385714285714,13.451309523809524
2018-05-02,14.1421,14.44,13.9001,14.439,2097270.4,0.018728199506226628,0.04982452564559845,61.57283675434705,14.579828571428573,13.551738095238095
2018-05-03,14.4389,14.8599,14.1799,14.6999,2502529.16,0.01790781205138158,0.037183366810308614,62.38601099378289,14.589814285714285,13.632271428571428
2018-05-04,14.6493,14.7499,14.25,14.3622,1875629.56,-0.023240935812200686,0.03673541020347626,59.296045883658124,14.607328571428571,13.67237619047619
2018-05-05,14.3621,14.57,14.21,14.4468,1877245.04,0.005873181518581134,0.024160751377721435,56.2767009938391,14.499571428571429,13.727519047619047
2018-05-06,14.444,14.9384,13.5495,14.012,2099311.5,-0.030558831411603517,0.025745486631045686,56.31848968295043,14.351442857142857,13.770999999999999
2018-05-07,13.9993,14.0764,12.915,13.71,1651401.64,-0.021788611761017377,0.020408007185165083,50.38534503201329,14.263000000000002,13.841276190476192
2018-05-08,13.7191,13.9733,13.0001,13.4981,1439759.01,-0.01557655877548738,0.02065223214315067,38.95075957452719,14.166857142857143,13.923233333333334
